"","X","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","datahoraposi","POSTID","datadate","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund","tokens"
"3713",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","radio"
"3714",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","svaboda"
"3715",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","wurde"
"3716",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","25"
"3717",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","november"
"3718",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","2021"
"3719",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","verhaftet"
"3720",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","seither"
"3721",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","anklage"
"3722",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","festgehalten"
"3723",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gehört"
"3724",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","vielen"
"3725",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","politischen"
"3726",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gefangenen"
"3727",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","rahmen"
"3728",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","proteste"
"3729",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","alexander"
"3730",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","lukaschenko"
"3731",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","festgenommen"
"3732",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","wurden"
"3733",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","zeiten"
"3734",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","denen"
"3735",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","russland"
"3736",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","unzählige"
"3737",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","menschen"
"3738",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","inhaftiert"
"3739",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","angriffskrieg"
"3740",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","ukraine"
"3741",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","straße"
"3742",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gehen"
"3743",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","bedanke"
"3744",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","politische"
"3745",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gefangene"
"3746",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","einsetzen"
"3747",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","besonders"
"3748",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","erwähnen"
"3749",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","möchte"
"3750",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","internationale"
"3751",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gesellschaft"
"3752",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","menschenrechte"
"3753",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","organisation"
"3754",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","libereco"
"3755",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","beide"
"3756",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","unterstütze"
"3757",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","rahmen"
"3758",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","möglichkeiten"
"3759",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","recht"
"3760",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","freiheit"
"3761",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","politischer"
"3762",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gefangener"
"3763",85,"2022-03-18T06:02:29","Publicación de Facebook",533,4,NA,10,0,0,"2022-03-18","06:02:29","2022-03-18 06:02:29","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","kämpfen"
"3764",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","weltweit"
"3765",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","menschen"
"3766",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","unrecht"
"3767",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gefängnissen"
"3768",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","festgehalten"
"3769",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","18"
"3770",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","märz"
"3771",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","macht"
"3772",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","aktionstag"
"3773",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","freiheit"
"3774",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","politischer"
"3775",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gefangener"
"3776",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","genau"
"3777",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","darauf"
"3778",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","aufmerksam"
"3779",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","möchte"
"3780",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","heute"
"3781",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gelegenheit"
"3782",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","nutzen"
"3783",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","schicksale"
"3784",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","aufmerksam"
"3785",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","persönlich"
"3786",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","berühren"
"3787",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","politisch"
"3788",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","einsetze"
"3789",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","kuba"
"3790",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","luís"
"3791",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","frómeta"
"3792",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","compte"
"3793",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","unschuldig"
"3794",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","haft"
"3795",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","nachdem"
"3796",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","demonstration"
"3797",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","polizeigewalt"
"3798",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","handy"
"3799",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gefilmt"
"3800",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","politischer"
"3801",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gefangener"
"3802",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","angeblicher"
"3803",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","rädelsführer"
"3804",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","demonstration"
"3805",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","sitzt"
"3806",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gesundheitlich"
"3807",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","angeschlagene"
"3808",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","dresdner"
"3809",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","30"
"3810",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","männern"
"3811",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","zelle"
"3812",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","urteil"
"3813",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","25"
"3814",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","jahre"
"3815",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gefängnis"
"3816",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","unfassbar"
"3817",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","fordere"
"3818",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","freeluis"
"3819",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","zeiten"
"3820",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","denen"
"3821",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","russland"
"3822",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","unzählige"
"3823",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","menschen"
"3824",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","inhaftiert"
"3825",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","angriffskrieg"
"3826",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","ukraine"
"3827",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","straße"
"3828",86,"2022-03-18T04:00:19","Publicación de Facebook",1448,50,NA,55,4,24,"2022-03-18","04:00:19","2022-03-18 04:00:19","it werden ","2022-03-18","menschenframed","bild","profesional","Partenschaft",NA,1,"Aktion","gehen"
